model,file,rank,idx,task,label
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,5041,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][O][=N][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch2][Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch2][=C][O][C@@H1][O][C@H1][Branch2][Ring2][=C][C][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][=C][Branch1][C][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][=N][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][=C][Branch1][C][C][O][C@@H1][Ring2][Branch1][N][O][C@H1][Branch1][C][O][C@H1][Ring2][=Branch1][#Branch1][N][=C][Branch1][C][C][O
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,5073,chebi-20-text2mol,<SELFIES>[N][C@H1][C][Branch1][C][O][=N][C@H1][C][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C@@H1][Branch1][C][O][C@@H1][N][=C][Branch1][C][O][C@H1][Branch2][Branch1][#Branch2][N][=C][Branch1][C][O][C@@H1][Ring2][Ring1][Branch2][N][=C][Branch1][C][O][C@@H1][Branch1][#Branch1][N][=C][Ring2][Ring2][#Branch2][O][C][=C][C][Branch1][C][O][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][C][Ring2][Branch1][#Branch2][=C][C][=C][Ring1][=Branch1][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][=C][Ring2][Branch1][=Branch2][
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,5145,chebi-20-text2mol,<SELFIES>[C][/C][=C][Branch2][O][=Branch2][\N][=C][Branch1][C][O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][=C][Branch1][C][O][C@H1][Branch1][C][C][N][=C][Branch1][C][O][C@@H1][C][S][C@@H1][Branch1][C][C][C@@H1][Branch2][#Branch1][#Branch2][N][=C][Branch1][C][O][C@@H1][C][S][C][C@@H1][Branch2][Ring1][=Branch2][N][=C][Branch1][C][O][C@H1][Branch1][C][C][N][=C][Branch1][C][O][C@@H1][Branch1][C][N][C@@H1][Branch1][C][C][C][C][C][Branch1][C][O][=N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][Branch1][C][O][=N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=N][C@@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][C][Branch1][C][O][=N][Ring2][Branch1][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][Branch1][C][O][=N][C][C][Branch1][C][O][=N][Ring2][=Branch1][=Branch2][C][Branch1][C][O][=N][C][C][Branch1][C][O][=
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,6389,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][O][=N][C@H1][C@H1][Branch2][Ring1][#Branch2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][=C][Branch1][C][C][O][C][Branch1][C][O][O][C@@H1][Ring1][N][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch2][Ring1][O][C@@H1][O][C@H1][Branch2][=Branch1][Ring1][C][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch1][N][=C][Branch1][C][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][=N][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,6405,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch1][=C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch1][=Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Ring1][=C][O][C@@H1][O][C@@H1][C][O][C][Branch1][C][C][B
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,6573,chebi-20-text2mol,<SELFIES>[C][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch2][=Branch2][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch2][Ring2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch1][S][O][C@H1][C@H1][Branch2][=Branch1][#Branch1][O][C@H1][C][C][C@][Branch1][C][C][C][=C][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][C@@][Branch1][C][C][Branch1][N][C][C][C][Branch1][C][O][C][Branch1][C][C][C][C@@][Ring1][=C][Branch1][C][O][C][C][C@@][Ring2][Ring1][C][Branch1][C][C][C@@H1][Ring2][Ring1][Branch2][C][C][C@H1][Ring2][Ring1][=N][C][Ring2][Ring1][P][Branch1][C][C][C][O][C][C@@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@@H1][Ring2][Ring2][#C][O][O][C@@H1][Ring2][Branch1][=Branch2][C][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][=Branch1][Ring2][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,18937,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][O][N][O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch2][#Branch2][#Branch1][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch2][C][O][C@H1][C@H1][Branch2][Branch1][=N][O][C@H1][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][=N][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N][C@@H1][Ring2][Ring1][Ring1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][C][Branch1][C][C][=O][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][=N][O][C@H1][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][O][C@@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][Ring1][=C][O][O][C@@H1][Ring2][Branch1][#Branch2][C@@H1][Branch1][C
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,18969,smol-molecule_generation,<SELFIES>[C][/C][=C][/N-1][C@H1][Branch2][=Branch1][Ring1][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C@@][Ring1][=Branch2][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch1][P][N][C][=N][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][C@][Branch1][C][C][N][=C][Branch2][Branch1][#Branch2][/C][Branch1][C][C][=C][\N][=C][Branch2][Ring1][=Branch2][/C][=C][\N][=C][Ring2][Branch1][#Branch1][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][Ring1][#Branch2][Branch1][C][C][C][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C@][Ring2][Ring1][#Branch1][Branch1][C][C][C][C][Branch1][C][N][=O][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C@][Ring2][Ring2][=Branch2][Branch1][C][C][C][C][Branch1][C][N][
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,19057,smol-molecule_generation,<SELFIES>[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch2][Branch2][Ring1][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,19581,smol-molecule_generation,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][=Branch2][#C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch2][Branch2][#Branch2][O][C@@H1][O][C@H1][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@@H1][Branch2][Branch1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch2][Ring1][S][O][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][=Branch1][N][C][Ring1][#Branch1][=O][C@H1][Branch1][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O][O][Ring1][S][C@H1][Ring2][Ring1][#Branch2][O][C@H1][Branch2][Ring1][Ring2][O][C@@H1][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O][C@H1][Ring2][Branch1][Ring1][N][
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,19657,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][O][N][O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch2][#Branch2][#Branch1][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch2][C][O][C@H1][C@H1][Branch2][Branch1][=N][O][C@H1][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][=N][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N][C@@H1][Ring2][Ring1][Ring1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][C][Branch1][C][C][=O][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][=N][O][C@H1][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][O][C][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][Ring1][=C][O][O][C@@H1][Ring2][Branch1][#Branch2][C@@H1][Branch1][C][
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,19901,smol-molecule_generation,<SELFIES>[C][C][=C][N][Branch2][S][C][C@H1][C][C@H1][Branch2][Branch2][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][S][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][C@@H1][Ring1][=C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][C][C@@H1][Ring1][#C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][C][C@@H1][Ring1][#C][O][C@@H1][Branch2][Branch2][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][C][C@H1][Branch1][S][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][O][C@@H1][Ring1][=C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][C][C@
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,20273,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch2][#Branch1][#C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch2][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][=Branch1][S][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch2][Ring1][#Branch2][
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,20409,smol-molecule_generation,<SELFIES>[N][C][=C][N][=C][N][Branch2][#C][Ring1][C@@H1][O][C@@H1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][#C][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N][O][C@@H1][Ring1][S][C][O
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,20477,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch2][=Branch2][=N][O][C@@H1][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@@H1][Branch2][#Branch1][#C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C][O][C@H1][Branch1][C][C][C@H1][Ring2][=Branch1][O][N][C][Branch1][C][C][=O][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][C][Branch1][C
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,20509,smol-molecule_generation,<SELFIES>[C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][=Branch1][Branch2][O][C][C@H1][O][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Ring2][=N][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch2][Ring1][#C][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][O][Ring1][#C][C@@H1][Branch1][C][O][C@@H1][Branch
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,20565,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][Ring1][#Branch2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][O][O][C@@H1][Ring1][N][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch2][#Branch2][O][C@@H1][O][C@H1][Branch2][=Branch1][#Branch1][C][O][C@H1][O][C@H1][Branch2][Ring1][=C][C][O][C@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][=C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][Ring2][Ring2][Ring2][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][S][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2
chemdfm_non_classification,131017_chemdfm_test_rank1.csv,1,20697,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch3][Ring1][Ring1][Branch1][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][N][C@@H1][Branch2][P][O][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][Ring2][S][O][C@H1][O][C@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][N][O][C@H1][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][N][O][C@@H1][Branch2][=N][Ring2][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][=Branch2][#Branch1][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][=Branch1][O][O][C@H1][C@@H1][Branch2][Ring1][=Branch1][C@H1][Branch1][C][O][C][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][O][C@@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][R
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,3526,chebi-20-text2mol,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch2][Ring2][Branch1][N][=C][Branch1][C][O][C][C@@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C@H1][Branch2][#Branch1][Branch2][O][C][C@H1][O][C@H1][Branch2][Ring1][=Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][Ring1][=Branch1][N][=C][Branch1][C][O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Branch1][=Branch1][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][=Branch1
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,3606,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@H1][Branch1][C][C][C@@H1][Branch1][#Branch1][N][=C][Branch1][C][C][O-1][C@H1][Branch2][Branch1][Ring2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][=C][Branch1][C][C][O-1][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch2][N][=C][Branch1][C][C][O][C@H1][Ring2][Ring2][
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,3770,chebi-20-text2mol,<SELFIES>[C][C@@H1][O][C@H1][Branch2][N][P][O][C@@H1][C@@H1][Branch1][P][O][C@@H1][O][C][C@][Branch1][C][C][Branch1][Ring1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][#Branch2][P][O][C@H1][C@H1][Branch2][=Branch2][=N][O][C@H1][C@H1][Branch2][Branch2][N][O][C][=Branch1][C][=O][C@][C][C][C][Branch1][C][C][Branch1][C][C][C][C@H1][Ring1][Branch2][C][=C][C][C@@H1][C@@][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch2][Ring2][Ring2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][O][C][C@][Branch1][C][O][Branch1][Ring1][C][O][C@H1][Ring1][Branch2][O][C@@][Branch1][C][C][Branch1][Ring1][C][O][C@@H1][Ring2][Ring1][S][C@H1][Branch1][C][O][C][C@@][Ring2][Ring2][Branch1][Branch1][C][C][C@][Ring2][Ring2][#Branch2][Branch1][C][C][C][C][Ring2][Branch1][Branch1][O][C][C@H1][Branch1][C][
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,4030,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch1][Ring1][O][C@H1][Branch1][C][C][C][Branch1][C][O][=N][C@@H1][Branch1][C][C][C][Branch1][C][O][=N][C@H1][Branch2][Ring2][#Branch1][C][C][C][Branch1][C][O-1][=N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][Branch1][C][O][=N][C@H1][Branch1][C][C][C][Branch1][C][O-1][=N][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C
